review_id,review_text,predicted_sentiment,probability_positive,probability_negative,probability_neutral,dataset,price_range,meal_type,review_stars
19198,What a great hidden gem!,positive,0.642,0.134,0.224,Restaurant Reviews (Bakeoff),$$$$,Lunch,4.5
19199,The food was awful.,negative,0.591,0.166,0.243,Restaurant Reviews (Bakeoff),$$$,Dinner,2.4
19200,What a great hidden gem!,positive,0.773,0.055,0.173,Restaurant Reviews (Bakeoff),$$,Takeout,2.8
19201,Complete rip-off for the price.,negative,0.758,0.181,0.061,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.8
19202,Complete rip-off for the price.,negative,0.618,0.178,0.204,Restaurant Reviews (Bakeoff),$$,Takeout,2.3
19203,What a great hidden gem!,positive,0.584,0.207,0.209,Restaurant Reviews (Bakeoff),$$,Dinner,2.7
19204,Can't recommend this place enough!,positive,0.683,0.301,0.016,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.9
19205,I'm very happy with everything here.,positive,0.451,0.285,0.265,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.3
19206,Best meal in town!,positive,0.609,0.251,0.141,Restaurant Reviews (Bakeoff),$,Brunch,2.3
19207,The food was horrible.,negative,0.639,0.168,0.193,Restaurant Reviews (Bakeoff),$$$,Lunch,3.6
19208,The food was passable.,neutral,0.693,0.17,0.137,Restaurant Reviews (Bakeoff),$$,Breakfast,2.0
19209,The service was slow and the food was inedible.,negative,0.689,0.035,0.277,Restaurant Reviews (Bakeoff),$$,Takeout,4.9
19210,"Save your money, this place is awful.",negative,0.951,0.027,0.022,Restaurant Reviews (Bakeoff),$$$$,Breakfast,2.4
19211,Best meal in town!,positive,0.577,0.084,0.339,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.5
19212,The food was excellent!,positive,0.506,0.283,0.212,Restaurant Reviews (Bakeoff),$$$,Brunch,3.9
19213,"I've had better, I've had worse.",neutral,0.526,0.316,0.158,Restaurant Reviews (Bakeoff),$$,Brunch,3.9
19214,Wonderful experience from start to finish.,positive,0.813,0.082,0.105,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.2
19215,The staff was friendly and the food was fantastic.,positive,0.635,0.207,0.158,Restaurant Reviews (Bakeoff),$,Breakfast,3.7
19216,Complete rip-off for the price.,negative,0.767,0.21,0.022,Restaurant Reviews (Bakeoff),$,Lunch,4.7
19217,The dessert is to die for!,positive,0.645,0.199,0.156,Restaurant Reviews (Bakeoff),$$$,Dinner,2.6
19218,The dessert is to die for!,positive,0.844,0.027,0.129,Restaurant Reviews (Bakeoff),$$,Dinner,4.8
19219,The meal was reasonable but nothing memorable.,neutral,0.698,0.093,0.209,Restaurant Reviews (Bakeoff),$,Brunch,3.2
19220,The food tasted like garbage.,negative,0.604,0.118,0.278,Restaurant Reviews (Bakeoff),$$$,Breakfast,3.8
19221,The food was revolting.,negative,0.674,0.029,0.297,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.5
19222,I'm very happy with everything here.,positive,0.643,0.328,0.029,Restaurant Reviews (Bakeoff),$,Breakfast,2.6
19223,What a great hidden gem!,positive,0.474,0.277,0.249,Restaurant Reviews (Bakeoff),$$,Brunch,4.0
19224,Complete rip-off for the price.,negative,0.954,0.021,0.025,Restaurant Reviews (Bakeoff),$$,Lunch,4.5
19225,The dessert is to die for!,positive,0.704,0.167,0.129,Restaurant Reviews (Bakeoff),$$$,Takeout,2.7
19226,I'm very happy with everything here.,positive,0.603,0.152,0.245,Restaurant Reviews (Bakeoff),$$,Breakfast,3.2
19227,Absolutely delicious food and great service.,positive,0.725,0.232,0.043,Restaurant Reviews (Bakeoff),$,Takeout,4.4
19228,The service was slow and the food was terrible.,negative,0.826,0.072,0.102,Restaurant Reviews (Bakeoff),$$$,Lunch,4.8
19229,Can't recommend this place enough!,positive,0.541,0.241,0.218,Restaurant Reviews (Bakeoff),$$,Dinner,2.3
19230,Best meal in town!,positive,0.67,0.279,0.05,Restaurant Reviews (Bakeoff),$$,Dinner,3.8
19231,Wonderful experience from start to finish.,positive,0.574,0.224,0.202,Restaurant Reviews (Bakeoff),$$,Brunch,4.0
19232,Complete rip-off for the price.,negative,0.59,0.28,0.13,Restaurant Reviews (Bakeoff),$$,Lunch,2.2
19233,The quality exceeded all expectations.,positive,0.722,0.149,0.129,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.6
19234,Disgusting - never coming back.,negative,0.698,0.069,0.233,Restaurant Reviews (Bakeoff),$$$,Lunch,3.0
19235,Wonderful experience from start to finish.,positive,0.481,0.263,0.257,Restaurant Reviews (Bakeoff),$,Dinner,1.0
19236,The food was fantastic!,positive,0.796,0.105,0.099,Restaurant Reviews (Bakeoff),$$,Takeout,4.5
19237,"Not impressed, not disappointed - just okay.",neutral,0.739,0.216,0.045,Restaurant Reviews (Bakeoff),$$$$,Lunch,4.5
19238,Decent value for money.,neutral,0.66,0.106,0.234,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.9
19239,I'm very happy with everything here.,positive,0.595,0.337,0.068,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.8
19240,The food tasted like garbage.,negative,0.497,0.247,0.256,Restaurant Reviews (Bakeoff),$$,Breakfast,1.9
19241,Wonderful experience from start to finish.,positive,0.708,0.11,0.182,Restaurant Reviews (Bakeoff),$$,Brunch,1.3
19242,The quality exceeded all expectations.,positive,0.608,0.239,0.153,Restaurant Reviews (Bakeoff),$,Lunch,4.1
19243,I'm very happy with everything here.,positive,0.694,0.116,0.19,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.7
19244,Best meal in town!,positive,0.701,0.193,0.106,Restaurant Reviews (Bakeoff),$$$$,Lunch,3.2
19245,The dessert is to die for!,positive,0.639,0.192,0.169,Restaurant Reviews (Bakeoff),$$$,Brunch,3.5
19246,What a great hidden gem!,positive,0.846,0.141,0.013,Restaurant Reviews (Bakeoff),$,Takeout,1.9
19247,Can't recommend this place enough!,positive,0.597,0.288,0.116,Restaurant Reviews (Bakeoff),$,Takeout,1.8
19248,Complete rip-off for the price.,negative,0.881,0.064,0.056,Restaurant Reviews (Bakeoff),$,Dinner,3.5
19249,Best meal in town!,positive,0.728,0.06,0.211,Restaurant Reviews (Bakeoff),$$,Brunch,4.9
19250,I got sick after eating here.,negative,0.69,0.107,0.203,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.6
19251,Best meal in town!,positive,0.893,0.069,0.038,Restaurant Reviews (Bakeoff),$$$,Dinner,3.4
19252,Absolutely delicious food and great service.,positive,0.688,0.168,0.145,Restaurant Reviews (Bakeoff),$$$,Takeout,1.0
19253,Absolutely delicious food and great service.,positive,0.606,0.239,0.155,Restaurant Reviews (Bakeoff),$,Brunch,4.3
19254,"It's an average place, nothing more.",neutral,0.593,0.299,0.108,Restaurant Reviews (Bakeoff),$,Lunch,1.7
19255,I got sick after eating here.,negative,0.742,0.132,0.126,Restaurant Reviews (Bakeoff),$,Takeout,4.0
19256,Terrible experience - extremely disappointing.,negative,0.714,0.105,0.181,Restaurant Reviews (Bakeoff),$,Dinner,3.5
19257,Best meal in town!,positive,0.618,0.108,0.274,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.6
19258,Complete rip-off for the price.,negative,0.547,0.279,0.174,Restaurant Reviews (Bakeoff),$$,Dinner,2.2
19259,I'm very happy with everything here.,positive,0.599,0.301,0.1,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.1
19260,Complete rip-off for the price.,negative,0.72,0.076,0.204,Restaurant Reviews (Bakeoff),$$,Breakfast,3.0
19261,The portion was small and overpriced.,negative,0.654,0.17,0.176,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.6
19262,I'm very happy with everything here.,positive,0.692,0.143,0.166,Restaurant Reviews (Bakeoff),$$,Takeout,4.9
19263,Best meal in town!,positive,0.727,0.251,0.022,Restaurant Reviews (Bakeoff),$,Takeout,4.4
19264,The quality exceeded all expectations.,positive,0.69,0.26,0.049,Restaurant Reviews (Bakeoff),$,Dinner,1.4
19265,Wonderful experience from start to finish.,positive,0.869,0.075,0.056,Restaurant Reviews (Bakeoff),$$,Dinner,2.6
19266,I'm very happy with everything here.,positive,0.678,0.195,0.128,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.2
19267,Absolutely delicious food and great service.,positive,0.607,0.152,0.24,Restaurant Reviews (Bakeoff),$$$,Lunch,2.2
19268,Decent value for money.,neutral,0.505,0.259,0.236,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.7
19269,The staff was friendly and the food was mouth-watering.,positive,0.681,0.139,0.179,Restaurant Reviews (Bakeoff),$$,Lunch,2.8
19270,Wonderful experience from start to finish.,positive,0.715,0.189,0.096,Restaurant Reviews (Bakeoff),$$,Breakfast,3.4
19271,"Save your money, this place is stale.",negative,0.766,0.199,0.035,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.8
19272,The quality exceeded all expectations.,positive,0.805,0.09,0.106,Restaurant Reviews (Bakeoff),$,Dinner,4.5
19273,What a great hidden gem!,positive,0.636,0.194,0.17,Restaurant Reviews (Bakeoff),$$,Breakfast,4.8
19274,"It's an average place, nothing more.",neutral,0.681,0.231,0.089,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.6
19275,I'm very happy with everything here.,positive,0.612,0.03,0.358,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.3
19276,The food was outstanding!,positive,0.836,0.131,0.033,Restaurant Reviews (Bakeoff),$$,Takeout,1.0
19277,The dessert is to die for!,positive,0.639,0.139,0.222,Restaurant Reviews (Bakeoff),$$,Lunch,2.9
19278,"It's an average place, nothing more.",neutral,0.529,0.198,0.273,Restaurant Reviews (Bakeoff),$$,Takeout,3.4
19279,I got sick after eating here.,negative,0.615,0.093,0.292,Restaurant Reviews (Bakeoff),$$,Lunch,3.4
19280,The staff was friendly and the food was excellent.,positive,0.471,0.286,0.243,Restaurant Reviews (Bakeoff),$$$,Takeout,1.7
19281,What a great hidden gem!,positive,0.553,0.28,0.167,Restaurant Reviews (Bakeoff),$$$,Brunch,4.1
19282,Can't recommend this place enough!,positive,0.626,0.207,0.167,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.5
19283,What a great hidden gem!,positive,0.57,0.237,0.193,Restaurant Reviews (Bakeoff),$,Takeout,4.6
19284,Wonderful experience from start to finish.,positive,0.891,0.055,0.054,Restaurant Reviews (Bakeoff),$,Lunch,1.6
19285,The dessert is to die for!,positive,0.752,0.189,0.059,Restaurant Reviews (Bakeoff),$,Lunch,2.4
19286,Decent value for money.,neutral,0.657,0.219,0.124,Restaurant Reviews (Bakeoff),$$$$,Lunch,3.6
19287,Best meal in town!,positive,0.754,0.095,0.151,Restaurant Reviews (Bakeoff),$$,Dinner,3.8
19288,"Not impressed, not disappointed - just reasonable.",neutral,0.881,0.046,0.073,Restaurant Reviews (Bakeoff),$$,Lunch,3.1
19289,The meal was typical but nothing memorable.,neutral,0.606,0.169,0.225,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.7
19290,"Save your money, this place is terrible.",negative,0.603,0.095,0.302,Restaurant Reviews (Bakeoff),$$,Breakfast,3.9
19291,The quality exceeded all expectations.,positive,0.797,0.052,0.151,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.5
19292,Wonderful experience from start to finish.,positive,0.833,0.035,0.132,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.6
19293,Wonderful experience from start to finish.,positive,0.559,0.169,0.272,Restaurant Reviews (Bakeoff),$$,Dinner,4.1
19294,Wonderful experience from start to finish.,positive,0.812,0.044,0.144,Restaurant Reviews (Bakeoff),$,Brunch,4.4
19295,The quality exceeded all expectations.,positive,0.819,0.1,0.081,Restaurant Reviews (Bakeoff),$$$,Brunch,4.4
19296,Average quality at best.,neutral,0.455,0.285,0.261,Restaurant Reviews (Bakeoff),$$$,Takeout,4.0
19297,I'm very happy with everything here.,positive,0.635,0.348,0.017,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.0
19298,The quality exceeded all expectations.,positive,0.605,0.171,0.224,Restaurant Reviews (Bakeoff),$$,Lunch,4.9
19299,The staff was friendly and the food was outstanding.,positive,0.578,0.292,0.13,Restaurant Reviews (Bakeoff),$,Breakfast,3.4
19300,I'm very happy with everything here.,positive,0.746,0.231,0.023,Restaurant Reviews (Bakeoff),$$,Takeout,3.2
19301,Best meal in town!,positive,0.785,0.188,0.028,Restaurant Reviews (Bakeoff),$,Dinner,2.3
19302,What a great hidden gem!,positive,0.565,0.288,0.147,Restaurant Reviews (Bakeoff),$$$,Lunch,1.4
19303,Worst meal I've ever had.,negative,0.543,0.272,0.185,Restaurant Reviews (Bakeoff),$$$,Brunch,4.9
19304,The staff was friendly and the food was amazing.,positive,0.65,0.192,0.158,Restaurant Reviews (Bakeoff),$,Brunch,1.9
19305,Wonderful experience from start to finish.,positive,0.643,0.132,0.225,Restaurant Reviews (Bakeoff),$,Dinner,2.1
19306,The food was modest.,neutral,0.649,0.26,0.092,Restaurant Reviews (Bakeoff),$$$,Takeout,2.3
19307,Terrible experience - extremely disappointing.,negative,0.636,0.15,0.215,Restaurant Reviews (Bakeoff),$$,Dinner,2.5
19308,Can't recommend this place enough!,positive,0.703,0.253,0.044,Restaurant Reviews (Bakeoff),$,Brunch,5.0
19309,The food was outstanding!,positive,0.539,0.307,0.154,Restaurant Reviews (Bakeoff),$$,Takeout,3.1
19310,Wonderful experience from start to finish.,positive,0.717,0.037,0.246,Restaurant Reviews (Bakeoff),$$,Breakfast,4.0
19311,The staff was friendly and the food was outstanding.,positive,0.519,0.199,0.283,Restaurant Reviews (Bakeoff),$,Dinner,2.0
19312,Average quality at best.,neutral,0.452,0.327,0.221,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.6
19313,Best meal in town!,positive,0.754,0.058,0.188,Restaurant Reviews (Bakeoff),$$,Lunch,1.3
19314,Best meal in town!,positive,0.477,0.35,0.173,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.0
19315,The quality exceeded all expectations.,positive,0.721,0.18,0.1,Restaurant Reviews (Bakeoff),$,Breakfast,1.5
19316,Wonderful experience from start to finish.,positive,0.64,0.192,0.167,Restaurant Reviews (Bakeoff),$$,Dinner,2.3
19317,The food was exceptional!,positive,0.81,0.141,0.049,Restaurant Reviews (Bakeoff),$,Dinner,2.3
19318,The quality exceeded all expectations.,positive,0.829,0.048,0.123,Restaurant Reviews (Bakeoff),$$$,Lunch,1.5
19319,The food was remarkable!,positive,0.542,0.253,0.205,Restaurant Reviews (Bakeoff),$$$$,Lunch,3.3
19320,The quality exceeded all expectations.,positive,0.6,0.315,0.086,Restaurant Reviews (Bakeoff),$$,Breakfast,2.5
19321,The dessert is to die for!,positive,0.786,0.115,0.098,Restaurant Reviews (Bakeoff),$$,Dinner,2.3
19322,The staff was friendly and the food was flawless.,positive,0.55,0.245,0.206,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.7
19323,The dessert is to die for!,positive,0.454,0.286,0.261,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.8
19324,What a great hidden gem!,positive,0.623,0.177,0.2,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.0
19325,What a great hidden gem!,positive,0.7,0.143,0.157,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.7
19326,The food tasted like garbage.,negative,0.653,0.16,0.186,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.7
19327,I'm very happy with everything here.,positive,0.584,0.244,0.172,Restaurant Reviews (Bakeoff),$$$,Takeout,1.5
19328,The food was delicious!,positive,0.684,0.152,0.163,Restaurant Reviews (Bakeoff),$,Takeout,2.8
19329,Wonderful experience from start to finish.,positive,0.762,0.105,0.132,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.9
19330,Can't recommend this place enough!,positive,0.621,0.054,0.325,Restaurant Reviews (Bakeoff),$,Brunch,1.2
19331,Best meal in town!,positive,0.517,0.302,0.181,Restaurant Reviews (Bakeoff),$$,Dinner,3.9
19332,The food was wonderful!,positive,0.633,0.23,0.137,Restaurant Reviews (Bakeoff),$,Dinner,4.9
19333,The food tasted like garbage.,negative,0.637,0.24,0.123,Restaurant Reviews (Bakeoff),$,Lunch,4.8
19334,The quality exceeded all expectations.,positive,0.542,0.291,0.167,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.3
19335,What a great hidden gem!,positive,0.841,0.058,0.101,Restaurant Reviews (Bakeoff),$$$,Lunch,2.2
19336,I'm very happy with everything here.,positive,0.74,0.067,0.194,Restaurant Reviews (Bakeoff),$$,Dinner,1.2
19337,Best meal in town!,positive,0.557,0.265,0.178,Restaurant Reviews (Bakeoff),$,Brunch,1.7
19338,The service was slow and the food was disappointing.,negative,0.649,0.342,0.009,Restaurant Reviews (Bakeoff),$$,Breakfast,2.2
19339,Absolutely delicious food and great service.,positive,0.455,0.284,0.261,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.4
19340,Can't recommend this place enough!,positive,0.602,0.129,0.269,Restaurant Reviews (Bakeoff),$,Dinner,2.5
19341,The food was okay and the service was fine.,neutral,0.527,0.268,0.206,Restaurant Reviews (Bakeoff),$,Brunch,1.4
19342,The food was excellent!,positive,0.519,0.327,0.154,Restaurant Reviews (Bakeoff),$,Brunch,3.9
19343,Terrible experience - extremely disappointing.,negative,0.633,0.316,0.051,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.6
19344,The dessert is to die for!,positive,0.614,0.086,0.3,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.2
19345,Terrible experience - extremely disappointing.,negative,0.852,0.043,0.106,Restaurant Reviews (Bakeoff),$$$,Breakfast,2.5
19346,"It's an average place, nothing more.",neutral,0.641,0.095,0.264,Restaurant Reviews (Bakeoff),$,Brunch,4.3
19347,Best meal in town!,positive,0.76,0.201,0.039,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.0
19348,Terrible experience - extremely disappointing.,negative,0.633,0.263,0.105,Restaurant Reviews (Bakeoff),$,Brunch,1.2
19349,Best meal in town!,positive,0.611,0.185,0.204,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.9
19350,The quality exceeded all expectations.,positive,0.465,0.245,0.291,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.1
19351,The staff was friendly and the food was fantastic.,positive,0.694,0.066,0.24,Restaurant Reviews (Bakeoff),$$$,Takeout,1.0
19352,Absolutely delicious food and great service.,positive,0.697,0.181,0.122,Restaurant Reviews (Bakeoff),$,Brunch,2.9
19353,It's a standard restaurant overall.,neutral,0.558,0.263,0.179,Restaurant Reviews (Bakeoff),$$$,Brunch,2.4
19354,The food was okay and the service was fine.,neutral,0.561,0.2,0.239,Restaurant Reviews (Bakeoff),$,Takeout,1.2
19355,Can't recommend this place enough!,positive,0.801,0.024,0.175,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.1
19356,The service was slow and the food was horrible.,negative,0.585,0.088,0.327,Restaurant Reviews (Bakeoff),$$$,Lunch,1.9
19357,Worst meal I've ever had.,negative,0.666,0.167,0.168,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.8
19358,The dessert is to die for!,positive,0.788,0.052,0.16,Restaurant Reviews (Bakeoff),$,Takeout,4.8
19359,The quality exceeded all expectations.,positive,0.792,0.101,0.107,Restaurant Reviews (Bakeoff),$$,Lunch,4.6
19360,"Save your money, this place is awful.",negative,0.63,0.056,0.315,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.6
19361,The service was slow and the food was tasteless.,negative,0.57,0.222,0.208,Restaurant Reviews (Bakeoff),$,Lunch,2.3
19362,The food was stale.,negative,0.926,0.021,0.053,Restaurant Reviews (Bakeoff),$$$,Takeout,1.6
19363,The staff was friendly and the food was outstanding.,positive,0.495,0.317,0.189,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.4
19364,Wonderful experience from start to finish.,positive,0.626,0.276,0.098,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.7
19365,I'm very happy with everything here.,positive,0.8,0.011,0.19,Restaurant Reviews (Bakeoff),$$$,Brunch,2.1
19366,Terrible experience - extremely disappointing.,negative,0.723,0.083,0.194,Restaurant Reviews (Bakeoff),$,Lunch,2.6
19367,"It's an average place, nothing more.",neutral,0.519,0.288,0.194,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.9
19368,The food was disgusting.,negative,0.631,0.297,0.072,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.6
19369,The staff was friendly and the food was outstanding.,positive,0.66,0.093,0.247,Restaurant Reviews (Bakeoff),$$,Breakfast,1.5
19370,The food was amazing!,positive,0.636,0.227,0.137,Restaurant Reviews (Bakeoff),$,Takeout,1.8
19371,Can't recommend this place enough!,positive,0.733,0.145,0.122,Restaurant Reviews (Bakeoff),$$,Brunch,4.2
19372,The quality exceeded all expectations.,positive,0.652,0.188,0.16,Restaurant Reviews (Bakeoff),$,Brunch,3.1
19373,Best meal in town!,positive,0.476,0.265,0.259,Restaurant Reviews (Bakeoff),$$,Dinner,3.5
19374,The portion was small and overpriced.,negative,0.762,0.139,0.099,Restaurant Reviews (Bakeoff),$$,Brunch,1.6
19375,The food tasted like garbage.,negative,0.744,0.174,0.081,Restaurant Reviews (Bakeoff),$$$,Dinner,4.8
19376,The staff was friendly and the food was amazing.,positive,0.689,0.199,0.112,Restaurant Reviews (Bakeoff),$$$,Brunch,4.5
19377,The quality exceeded all expectations.,positive,0.804,0.082,0.115,Restaurant Reviews (Bakeoff),$$$$,Lunch,4.3
19378,Disgusting - never coming back.,negative,0.67,0.209,0.121,Restaurant Reviews (Bakeoff),$$$$,Lunch,4.7
19379,The food tasted like garbage.,negative,0.609,0.268,0.123,Restaurant Reviews (Bakeoff),$,Brunch,1.3
19380,Complete rip-off for the price.,negative,0.62,0.154,0.226,Restaurant Reviews (Bakeoff),$$$,Lunch,3.6
19381,Best meal in town!,positive,0.637,0.166,0.197,Restaurant Reviews (Bakeoff),$,Lunch,4.6
19382,Can't recommend this place enough!,positive,0.511,0.282,0.207,Restaurant Reviews (Bakeoff),$,Takeout,2.7
19383,I'm very happy with everything here.,positive,0.596,0.213,0.191,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.7
19384,The quality exceeded all expectations.,positive,0.941,0.017,0.043,Restaurant Reviews (Bakeoff),$$$,Dinner,4.1
19385,The portion was small and overpriced.,negative,0.913,0.05,0.037,Restaurant Reviews (Bakeoff),$$,Brunch,4.8
19386,The food was disappointing.,negative,0.679,0.222,0.099,Restaurant Reviews (Bakeoff),$,Takeout,2.5
19387,The food was okay and the service was fine.,neutral,0.737,0.019,0.243,Restaurant Reviews (Bakeoff),$$,Breakfast,4.6
19388,Absolutely delicious food and great service.,positive,0.605,0.223,0.173,Restaurant Reviews (Bakeoff),$$,Lunch,1.3
19389,Complete rip-off for the price.,negative,0.559,0.205,0.237,Restaurant Reviews (Bakeoff),$,Breakfast,2.1
19390,The dessert is to die for!,positive,0.638,0.181,0.182,Restaurant Reviews (Bakeoff),$$,Dinner,3.4
19391,Best meal in town!,positive,0.695,0.192,0.114,Restaurant Reviews (Bakeoff),$$,Brunch,4.9
19392,The quality exceeded all expectations.,positive,0.656,0.156,0.188,Restaurant Reviews (Bakeoff),$,Lunch,3.7
19393,The food tasted like garbage.,negative,0.724,0.159,0.117,Restaurant Reviews (Bakeoff),$,Lunch,4.5
19394,Best meal in town!,positive,0.738,0.035,0.227,Restaurant Reviews (Bakeoff),$$,Lunch,3.4
19395,What a great hidden gem!,positive,0.678,0.086,0.236,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.7
19396,I'm very happy with everything here.,positive,0.627,0.239,0.134,Restaurant Reviews (Bakeoff),$,Dinner,1.1
19397,The food was bland.,negative,0.609,0.209,0.182,Restaurant Reviews (Bakeoff),$$$,Lunch,1.9
19398,The staff was friendly and the food was delicious.,positive,0.823,0.089,0.088,Restaurant Reviews (Bakeoff),$,Lunch,3.3
19399,"Not impressed, not disappointed - just standard.",neutral,0.537,0.121,0.341,Restaurant Reviews (Bakeoff),$$,Takeout,3.1
19400,The food tasted like garbage.,negative,0.733,0.226,0.041,Restaurant Reviews (Bakeoff),$,Takeout,4.6
19401,The staff was friendly and the food was superb.,positive,0.555,0.299,0.145,Restaurant Reviews (Bakeoff),$$$,Lunch,1.4
19402,Wonderful experience from start to finish.,positive,0.772,0.167,0.061,Restaurant Reviews (Bakeoff),$$$,Takeout,3.2
19403,Best meal in town!,positive,0.449,0.318,0.232,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.0
19404,The service was slow and the food was awful.,negative,0.601,0.204,0.195,Restaurant Reviews (Bakeoff),$$,Brunch,2.1
19405,"Save your money, this place is bland.",negative,0.681,0.082,0.237,Restaurant Reviews (Bakeoff),$$$$,Dinner,1.1
19406,Complete rip-off for the price.,negative,0.511,0.257,0.232,Restaurant Reviews (Bakeoff),$$,Lunch,3.1
19407,I'm very happy with everything here.,positive,0.636,0.217,0.147,Restaurant Reviews (Bakeoff),$,Dinner,4.6
19408,Wonderful experience from start to finish.,positive,0.648,0.114,0.238,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.4
19409,The staff was friendly and the food was remarkable.,positive,0.673,0.193,0.134,Restaurant Reviews (Bakeoff),$$$,Takeout,2.2
19410,The portion was small and overpriced.,negative,0.868,0.059,0.073,Restaurant Reviews (Bakeoff),$,Takeout,4.3
19411,The food was flawless!,positive,0.857,0.051,0.091,Restaurant Reviews (Bakeoff),$$$$,Lunch,3.9
19412,The quality exceeded all expectations.,positive,0.815,0.041,0.144,Restaurant Reviews (Bakeoff),$$,Brunch,1.1
19413,The dessert is to die for!,positive,0.737,0.164,0.099,Restaurant Reviews (Bakeoff),$$$,Dinner,3.1
19414,Can't recommend this place enough!,positive,0.674,0.102,0.224,Restaurant Reviews (Bakeoff),$,Breakfast,4.6
19415,The quality exceeded all expectations.,positive,0.579,0.173,0.248,Restaurant Reviews (Bakeoff),$$,Breakfast,1.6
19416,The food was incredible!,positive,0.636,0.14,0.224,Restaurant Reviews (Bakeoff),$$,Dinner,3.5
19417,"It's an average place, nothing more.",neutral,0.617,0.285,0.098,Restaurant Reviews (Bakeoff),$$,Brunch,2.1
19418,The staff was friendly and the food was superb.,positive,0.67,0.046,0.284,Restaurant Reviews (Bakeoff),$$,Lunch,4.2
19419,What a great hidden gem!,positive,0.701,0.128,0.171,Restaurant Reviews (Bakeoff),$$$,Breakfast,2.6
19420,The food was remarkable!,positive,0.883,0.087,0.031,Restaurant Reviews (Bakeoff),$$$$,Lunch,4.8
19421,Absolutely delicious food and great service.,positive,0.571,0.228,0.201,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.1
19422,I'm very happy with everything here.,positive,0.711,0.063,0.226,Restaurant Reviews (Bakeoff),$$$,Lunch,3.4
19423,Nothing special about this place.,neutral,0.71,0.128,0.161,Restaurant Reviews (Bakeoff),$$$,Dinner,1.0
19424,Best meal in town!,positive,0.767,0.114,0.119,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.4
19425,The food was okay and the service was fine.,neutral,0.922,0.054,0.024,Restaurant Reviews (Bakeoff),$,Breakfast,1.6
19426,The quality exceeded all expectations.,positive,0.616,0.284,0.101,Restaurant Reviews (Bakeoff),$$,Lunch,2.8
19427,The food was flawless!,positive,0.569,0.288,0.143,Restaurant Reviews (Bakeoff),$$,Breakfast,1.0
19428,It's a standard restaurant overall.,neutral,0.536,0.232,0.231,Restaurant Reviews (Bakeoff),$$,Dinner,3.6
19429,Absolutely delicious food and great service.,positive,0.66,0.119,0.221,Restaurant Reviews (Bakeoff),$$$,Takeout,2.0
19430,Terrible experience - extremely disappointing.,negative,0.697,0.23,0.073,Restaurant Reviews (Bakeoff),$$$,Lunch,3.9
19431,Wonderful experience from start to finish.,positive,0.635,0.169,0.196,Restaurant Reviews (Bakeoff),$,Brunch,2.4
