example_id,review_text,domain,predicted_sentiment,confidence,model_version
2810,The pacing was off and the ending felt rushed.,Movies,neutral,0.681,BERT-base-finetuned
2811,Absolutely brilliant from start to finish!,Movies,positive,0.818,BERT-base-finetuned
2812,Too long and self-indulgent for my taste.,Movies,neutral,0.744,BERT-base-finetuned
2813,A decent watch but nothing groundbreaking.,Movies,neutral,0.563,BERT-base-finetuned
2814,Too long and self-indulgent for my taste.,Movies,neutral,0.652,BERT-base-finetuned
2815,"Waste of time and money, completely disappointing.",Movies,negative,0.783,BERT-base-finetuned
2816,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.752,BERT-base-finetuned
2817,A decent watch but nothing groundbreaking.,Movies,neutral,0.839,BERT-base-finetuned
2818,Visually stunning with incredible performances!,Movies,positive,0.919,BERT-base-finetuned
2819,Absolutely brilliant from start to finish!,Movies,positive,0.82,BERT-base-finetuned
2820,"Waste of time and money, completely disappointing.",Movies,negative,0.822,BERT-base-finetuned
2821,A decent watch but nothing groundbreaking.,Movies,neutral,0.553,BERT-base-finetuned
2822,Too long and self-indulgent for my taste.,Movies,neutral,0.673,BERT-base-finetuned
2823,A solid effort with some memorable scenes.,Movies,neutral,0.776,BERT-base-finetuned
2824,The pacing was off and the ending felt rushed.,Movies,neutral,0.757,BERT-base-finetuned
2825,One of the best films I've seen this year!,Movies,positive,0.93,BERT-base-finetuned
2826,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.834,BERT-base-finetuned
2827,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.567,BERT-base-finetuned
2828,Absolutely brilliant from start to finish!,Movies,positive,0.863,BERT-base-finetuned
2829,Too long and self-indulgent for my taste.,Movies,neutral,0.797,BERT-base-finetuned
2830,Visually stunning with incredible performances!,Movies,positive,0.954,BERT-base-finetuned
2831,"It had its moments, but overall pretty average.",Movies,neutral,0.787,BERT-base-finetuned
2832,"Overhyped and underwhelming, sadly.",Movies,neutral,0.661,BERT-base-finetuned
2833,Visually stunning with incredible performances!,Movies,positive,0.97,BERT-base-finetuned
2834,The plot was predictable and the acting was wooden.,Movies,neutral,0.667,BERT-base-finetuned
2835,Absolutely brilliant from start to finish!,Movies,positive,0.863,BERT-base-finetuned
2836,"Waste of time and money, completely disappointing.",Movies,negative,0.855,BERT-base-finetuned
2837,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.718,BERT-base-finetuned
2838,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.849,BERT-base-finetuned
2839,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.656,BERT-base-finetuned
2840,"Waste of time and money, completely disappointing.",Movies,negative,0.866,BERT-base-finetuned
2841,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.828,BERT-base-finetuned
2842,An absolute masterpiece that will leave you speechless!,Movies,positive,0.915,BERT-base-finetuned
2843,The plot was predictable and the acting was wooden.,Movies,neutral,0.775,BERT-base-finetuned
2844,One of the best films I've seen this year!,Movies,positive,0.763,BERT-base-finetuned
2845,Too long and self-indulgent for my taste.,Movies,neutral,0.849,BERT-base-finetuned
2846,"Waste of time and money, completely disappointing.",Movies,negative,0.877,BERT-base-finetuned
2847,The plot was predictable and the acting was wooden.,Movies,neutral,0.703,BERT-base-finetuned
2848,"It had its moments, but overall pretty average.",Movies,neutral,0.743,BERT-base-finetuned
2849,"It had its moments, but overall pretty average.",Movies,neutral,0.59,BERT-base-finetuned
2850,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.761,BERT-base-finetuned
2851,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.867,BERT-base-finetuned
2852,One of the best films I've seen this year!,Movies,positive,0.779,BERT-base-finetuned
2853,The plot was predictable and the acting was wooden.,Movies,neutral,0.629,BERT-base-finetuned
2854,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.779,BERT-base-finetuned
2855,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.595,BERT-base-finetuned
2856,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.747,BERT-base-finetuned
2857,"It had its moments, but overall pretty average.",Movies,neutral,0.554,BERT-base-finetuned
2858,Visually stunning with incredible performances!,Movies,positive,0.788,BERT-base-finetuned
2859,Visually stunning with incredible performances!,Movies,positive,0.751,BERT-base-finetuned
2860,The pacing was off and the ending felt rushed.,Movies,neutral,0.835,BERT-base-finetuned
2861,The plot was predictable and the acting was wooden.,Movies,neutral,0.553,BERT-base-finetuned
2862,Visually stunning with incredible performances!,Movies,positive,0.795,BERT-base-finetuned
2863,One of the best films I've seen this year!,Movies,positive,0.85,BERT-base-finetuned
2864,A solid effort with some memorable scenes.,Movies,neutral,0.771,BERT-base-finetuned
2865,An absolute masterpiece that will leave you speechless!,Movies,positive,0.946,BERT-base-finetuned
2866,Absolutely brilliant from start to finish!,Movies,positive,0.775,BERT-base-finetuned
2867,The plot was predictable and the acting was wooden.,Movies,neutral,0.661,BERT-base-finetuned
2868,A solid effort with some memorable scenes.,Movies,neutral,0.706,BERT-base-finetuned
2869,The plot was predictable and the acting was wooden.,Movies,neutral,0.634,BERT-base-finetuned
2870,A solid effort with some memorable scenes.,Movies,neutral,0.744,BERT-base-finetuned
2871,The pacing was off and the ending felt rushed.,Movies,neutral,0.648,BERT-base-finetuned
2872,Too long and self-indulgent for my taste.,Movies,neutral,0.762,BERT-base-finetuned
2873,The pacing was off and the ending felt rushed.,Movies,neutral,0.573,BERT-base-finetuned
2874,One of the best films I've seen this year!,Movies,positive,0.912,BERT-base-finetuned
2875,Too long and self-indulgent for my taste.,Movies,neutral,0.847,BERT-base-finetuned
2876,An absolute masterpiece that will leave you speechless!,Movies,positive,0.904,BERT-base-finetuned
2877,An absolute masterpiece that will leave you speechless!,Movies,positive,0.871,BERT-base-finetuned
2878,Too long and self-indulgent for my taste.,Movies,neutral,0.705,BERT-base-finetuned
2879,"Waste of time and money, completely disappointing.",Movies,negative,0.922,BERT-base-finetuned
2880,Too long and self-indulgent for my taste.,Movies,neutral,0.765,BERT-base-finetuned
2881,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.93,BERT-base-finetuned
2882,Visually stunning with incredible performances!,Movies,positive,0.927,BERT-base-finetuned
2883,An absolute masterpiece that will leave you speechless!,Movies,positive,0.804,BERT-base-finetuned
2884,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.591,BERT-base-finetuned
2885,"It had its moments, but overall pretty average.",Movies,neutral,0.703,BERT-base-finetuned
2886,Too long and self-indulgent for my taste.,Movies,neutral,0.762,BERT-base-finetuned
2887,A decent watch but nothing groundbreaking.,Movies,neutral,0.696,BERT-base-finetuned
2888,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.619,BERT-base-finetuned
2889,A decent watch but nothing groundbreaking.,Movies,neutral,0.697,BERT-base-finetuned
2890,"It had its moments, but overall pretty average.",Movies,neutral,0.638,BERT-base-finetuned
2891,A decent watch but nothing groundbreaking.,Movies,neutral,0.666,BERT-base-finetuned
2892,The pacing was off and the ending felt rushed.,Movies,neutral,0.755,BERT-base-finetuned
2893,Visually stunning with incredible performances!,Movies,positive,0.805,BERT-base-finetuned
2894,The plot was predictable and the acting was wooden.,Movies,neutral,0.808,BERT-base-finetuned
2895,An absolute masterpiece that will leave you speechless!,Movies,positive,0.913,BERT-base-finetuned
2896,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.657,BERT-base-finetuned
2897,The pacing was off and the ending felt rushed.,Movies,neutral,0.672,BERT-base-finetuned
2898,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.812,BERT-base-finetuned
2899,"It had its moments, but overall pretty average.",Movies,neutral,0.552,BERT-base-finetuned
2900,"Waste of time and money, completely disappointing.",Movies,negative,0.799,BERT-base-finetuned
2901,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.571,BERT-base-finetuned
2902,The pacing was off and the ending felt rushed.,Movies,neutral,0.702,BERT-base-finetuned
2903,"Waste of time and money, completely disappointing.",Movies,negative,0.807,BERT-base-finetuned
2904,An absolute masterpiece that will leave you speechless!,Movies,positive,0.852,BERT-base-finetuned
2905,The plot was predictable and the acting was wooden.,Movies,neutral,0.77,BERT-base-finetuned
2906,Absolutely brilliant from start to finish!,Movies,positive,0.888,BERT-base-finetuned
2907,"It had its moments, but overall pretty average.",Movies,neutral,0.578,BERT-base-finetuned
2908,A solid effort with some memorable scenes.,Movies,neutral,0.783,BERT-base-finetuned
2909,"Waste of time and money, completely disappointing.",Movies,negative,0.7,BERT-base-finetuned
2910,One of the best films I've seen this year!,Movies,positive,0.827,BERT-base-finetuned
2911,"It had its moments, but overall pretty average.",Movies,neutral,0.733,BERT-base-finetuned
2912,The plot was predictable and the acting was wooden.,Movies,neutral,0.777,BERT-base-finetuned
2913,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.573,BERT-base-finetuned
2914,"Waste of time and money, completely disappointing.",Movies,negative,0.762,BERT-base-finetuned
2915,"Overhyped and underwhelming, sadly.",Movies,neutral,0.708,BERT-base-finetuned
2916,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.615,BERT-base-finetuned
2917,The pacing was off and the ending felt rushed.,Movies,neutral,0.763,BERT-base-finetuned
2918,An absolute masterpiece that will leave you speechless!,Movies,positive,0.902,BERT-base-finetuned
2919,Visually stunning with incredible performances!,Movies,positive,0.963,BERT-base-finetuned
2920,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.822,BERT-base-finetuned
2921,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.748,BERT-base-finetuned
2922,Absolutely brilliant from start to finish!,Movies,positive,0.797,BERT-base-finetuned
2923,Too long and self-indulgent for my taste.,Movies,neutral,0.63,BERT-base-finetuned
2924,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.746,BERT-base-finetuned
2925,Too long and self-indulgent for my taste.,Movies,neutral,0.829,BERT-base-finetuned
2926,One of the best films I've seen this year!,Movies,positive,0.978,BERT-base-finetuned
2927,Visually stunning with incredible performances!,Movies,positive,0.845,BERT-base-finetuned
2928,A solid effort with some memorable scenes.,Movies,neutral,0.803,BERT-base-finetuned
2929,"Overhyped and underwhelming, sadly.",Movies,neutral,0.559,BERT-base-finetuned
2930,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.713,BERT-base-finetuned
2931,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.824,BERT-base-finetuned
2932,The plot was predictable and the acting was wooden.,Movies,neutral,0.551,BERT-base-finetuned
2933,Too long and self-indulgent for my taste.,Movies,neutral,0.79,BERT-base-finetuned
2934,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.675,BERT-base-finetuned
2935,"Waste of time and money, completely disappointing.",Movies,negative,0.708,BERT-base-finetuned
2936,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.691,BERT-base-finetuned
2937,Too long and self-indulgent for my taste.,Movies,neutral,0.767,BERT-base-finetuned
2938,"Waste of time and money, completely disappointing.",Movies,negative,0.911,BERT-base-finetuned
2939,An absolute masterpiece that will leave you speechless!,Movies,positive,0.813,BERT-base-finetuned
2940,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.912,BERT-base-finetuned
2941,An absolute masterpiece that will leave you speechless!,Movies,positive,0.831,BERT-base-finetuned
2942,"Waste of time and money, completely disappointing.",Movies,negative,0.785,BERT-base-finetuned
2943,Visually stunning with incredible performances!,Movies,positive,0.793,BERT-base-finetuned
2944,A decent watch but nothing groundbreaking.,Movies,neutral,0.782,BERT-base-finetuned
2945,The plot was predictable and the acting was wooden.,Movies,neutral,0.772,BERT-base-finetuned
2946,"It had its moments, but overall pretty average.",Movies,neutral,0.611,BERT-base-finetuned
2947,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.804,BERT-base-finetuned
2948,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.788,BERT-base-finetuned
2949,"Overhyped and underwhelming, sadly.",Movies,neutral,0.604,BERT-base-finetuned
2950,"It had its moments, but overall pretty average.",Movies,neutral,0.589,BERT-base-finetuned
2951,The pacing was off and the ending felt rushed.,Movies,neutral,0.728,BERT-base-finetuned
2952,"Overhyped and underwhelming, sadly.",Movies,neutral,0.602,BERT-base-finetuned
2953,The plot was predictable and the acting was wooden.,Movies,neutral,0.701,BERT-base-finetuned
2954,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.564,BERT-base-finetuned
2955,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.747,BERT-base-finetuned
2956,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.782,BERT-base-finetuned
2957,Absolutely brilliant from start to finish!,Movies,positive,0.831,BERT-base-finetuned
2958,An absolute masterpiece that will leave you speechless!,Movies,positive,0.776,BERT-base-finetuned
2959,The pacing was off and the ending felt rushed.,Movies,neutral,0.69,BERT-base-finetuned
2960,A decent watch but nothing groundbreaking.,Movies,neutral,0.67,BERT-base-finetuned
2961,"Overhyped and underwhelming, sadly.",Movies,neutral,0.805,BERT-base-finetuned
2962,One of the best films I've seen this year!,Movies,positive,0.817,BERT-base-finetuned
2963,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.662,BERT-base-finetuned
2964,The pacing was off and the ending felt rushed.,Movies,neutral,0.816,BERT-base-finetuned
2965,A solid effort with some memorable scenes.,Movies,neutral,0.636,BERT-base-finetuned
2966,"It had its moments, but overall pretty average.",Movies,neutral,0.634,BERT-base-finetuned
2967,Absolutely brilliant from start to finish!,Movies,positive,0.911,BERT-base-finetuned
2968,Visually stunning with incredible performances!,Movies,positive,0.802,BERT-base-finetuned
2969,The plot was predictable and the acting was wooden.,Movies,neutral,0.654,BERT-base-finetuned
2970,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.742,BERT-base-finetuned
2971,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.645,BERT-base-finetuned
2972,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.636,BERT-base-finetuned
2973,"Overhyped and underwhelming, sadly.",Movies,neutral,0.614,BERT-base-finetuned
2974,Too long and self-indulgent for my taste.,Movies,neutral,0.819,BERT-base-finetuned
2975,Too long and self-indulgent for my taste.,Movies,neutral,0.6,BERT-base-finetuned
2976,An absolute masterpiece that will leave you speechless!,Movies,positive,0.898,BERT-base-finetuned
2977,"Waste of time and money, completely disappointing.",Movies,negative,0.71,BERT-base-finetuned
2978,One of the best films I've seen this year!,Movies,positive,0.874,BERT-base-finetuned
2979,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.788,BERT-base-finetuned
2980,"It had its moments, but overall pretty average.",Movies,neutral,0.744,BERT-base-finetuned
2981,One of the best films I've seen this year!,Movies,positive,0.788,BERT-base-finetuned
2982,The plot was predictable and the acting was wooden.,Movies,neutral,0.565,BERT-base-finetuned
2983,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.966,BERT-base-finetuned
2984,Too long and self-indulgent for my taste.,Movies,neutral,0.772,BERT-base-finetuned
2985,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.553,BERT-base-finetuned
2986,A decent watch but nothing groundbreaking.,Movies,neutral,0.72,BERT-base-finetuned
2987,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.701,BERT-base-finetuned
2988,An absolute masterpiece that will leave you speechless!,Movies,positive,0.773,BERT-base-finetuned
2989,Too long and self-indulgent for my taste.,Movies,neutral,0.743,BERT-base-finetuned
2990,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.566,BERT-base-finetuned
2991,Absolutely brilliant from start to finish!,Movies,positive,0.906,BERT-base-finetuned
2992,"Overhyped and underwhelming, sadly.",Movies,neutral,0.578,BERT-base-finetuned
2993,"Waste of time and money, completely disappointing.",Movies,negative,0.848,BERT-base-finetuned
2994,The pacing was off and the ending felt rushed.,Movies,neutral,0.797,BERT-base-finetuned
2995,The pacing was off and the ending felt rushed.,Movies,neutral,0.724,BERT-base-finetuned
2996,Absolutely brilliant from start to finish!,Movies,positive,0.855,BERT-base-finetuned
2997,Absolutely brilliant from start to finish!,Movies,positive,0.856,BERT-base-finetuned
2998,Visually stunning with incredible performances!,Movies,positive,0.838,BERT-base-finetuned
2999,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.564,BERT-base-finetuned
3000,A decent watch but nothing groundbreaking.,Movies,neutral,0.66,BERT-base-finetuned
3001,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.907,BERT-base-finetuned
3002,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.575,BERT-base-finetuned
3003,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.588,BERT-base-finetuned
3004,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.555,BERT-base-finetuned
3005,"Good value for money, I'd come back again.",Restaurants,neutral,0.733,BERT-base-finetuned
3006,Noise level was unbearable and food was mediocre.,Restaurants,neutral,0.709,BERT-base-finetuned
3007,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.871,BERT-base-finetuned
3008,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.896,BERT-base-finetuned
3009,"Good value for money, I'd come back again.",Restaurants,neutral,0.723,BERT-base-finetuned
3010,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.792,BERT-base-finetuned
3011,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.826,BERT-base-finetuned
3012,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.805,BERT-base-finetuned
3013,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.709,BERT-base-finetuned
3014,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.781,BERT-base-finetuned
3015,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.636,BERT-base-finetuned
3016,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.875,BERT-base-finetuned
3017,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.555,BERT-base-finetuned
3018,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.912,BERT-base-finetuned
3019,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.903,BERT-base-finetuned
3020,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.869,BERT-base-finetuned
3021,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.917,BERT-base-finetuned
3022,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.838,BERT-base-finetuned
3023,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.769,BERT-base-finetuned
3024,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.839,BERT-base-finetuned
3025,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.96,BERT-base-finetuned
3026,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.798,BERT-base-finetuned
3027,"Good value for money, I'd come back again.",Restaurants,neutral,0.785,BERT-base-finetuned
3028,The soup was bland and the salad was wilted.,Restaurants,negative,0.827,BERT-base-finetuned
3029,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.614,BERT-base-finetuned
3030,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.836,BERT-base-finetuned
3031,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.728,BERT-base-finetuned
3032,The service was rude and the portions were tiny.,Restaurants,negative,0.839,BERT-base-finetuned
3033,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.658,BERT-base-finetuned
3034,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.827,BERT-base-finetuned
3035,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.891,BERT-base-finetuned
3036,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.958,BERT-base-finetuned
3037,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.863,BERT-base-finetuned
3038,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.806,BERT-base-finetuned
3039,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.923,BERT-base-finetuned
3040,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.841,BERT-base-finetuned
3041,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.574,BERT-base-finetuned
3042,The soup was bland and the salad was wilted.,Restaurants,negative,0.705,BERT-base-finetuned
3043,The soup was bland and the salad was wilted.,Restaurants,negative,0.839,BERT-base-finetuned
3044,The soup was bland and the salad was wilted.,Restaurants,negative,0.777,BERT-base-finetuned
3045,The soup was bland and the salad was wilted.,Restaurants,negative,0.86,BERT-base-finetuned
3046,"Good value for money, I'd come back again.",Restaurants,neutral,0.759,BERT-base-finetuned
3047,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.606,BERT-base-finetuned
3048,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.926,BERT-base-finetuned
3049,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.718,BERT-base-finetuned
3050,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.967,BERT-base-finetuned
3051,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.741,BERT-base-finetuned
3052,The service was rude and the portions were tiny.,Restaurants,negative,0.784,BERT-base-finetuned
3053,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.605,BERT-base-finetuned
3054,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.839,BERT-base-finetuned
3055,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.829,BERT-base-finetuned
3056,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.774,BERT-base-finetuned
3057,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.846,BERT-base-finetuned
3058,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.645,BERT-base-finetuned
3059,The service was rude and the portions were tiny.,Restaurants,negative,0.813,BERT-base-finetuned
3060,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.733,BERT-base-finetuned
3061,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.81,BERT-base-finetuned
3062,The soup was bland and the salad was wilted.,Restaurants,negative,0.714,BERT-base-finetuned
3063,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.765,BERT-base-finetuned
3064,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.968,BERT-base-finetuned
3065,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.796,BERT-base-finetuned
3066,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.753,BERT-base-finetuned
3067,The soup was bland and the salad was wilted.,Restaurants,negative,0.796,BERT-base-finetuned
3068,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.662,BERT-base-finetuned
3069,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.933,BERT-base-finetuned
3070,The soup was bland and the salad was wilted.,Restaurants,negative,0.786,BERT-base-finetuned
3071,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.927,BERT-base-finetuned
3072,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.753,BERT-base-finetuned
3073,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.905,BERT-base-finetuned
3074,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.807,BERT-base-finetuned
3075,"Good value for money, I'd come back again.",Restaurants,neutral,0.684,BERT-base-finetuned
3076,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.638,BERT-base-finetuned
3077,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.638,BERT-base-finetuned
3078,The soup was bland and the salad was wilted.,Restaurants,negative,0.897,BERT-base-finetuned
3079,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.763,BERT-base-finetuned
3080,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.845,BERT-base-finetuned
3081,The soup was bland and the salad was wilted.,Restaurants,negative,0.818,BERT-base-finetuned
3082,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.717,BERT-base-finetuned
3083,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.752,BERT-base-finetuned
3084,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.973,BERT-base-finetuned
3085,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.555,BERT-base-finetuned
3086,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.597,BERT-base-finetuned
3087,"Good value for money, I'd come back again.",Restaurants,neutral,0.575,BERT-base-finetuned
3088,The service was rude and the portions were tiny.,Restaurants,negative,0.721,BERT-base-finetuned
3089,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.705,BERT-base-finetuned
3090,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.889,BERT-base-finetuned
3091,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.916,BERT-base-finetuned
3092,The soup was bland and the salad was wilted.,Restaurants,negative,0.919,BERT-base-finetuned
3093,The service was rude and the portions were tiny.,Restaurants,negative,0.774,BERT-base-finetuned
3094,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.755,BERT-base-finetuned
3095,"Cozy atmosphere and friendly staff, food was okay.",Restaurants,neutral,0.796,BERT-base-finetuned
3096,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.863,BERT-base-finetuned
3097,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.941,BERT-base-finetuned
3098,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.836,BERT-base-finetuned
3099,"Fresh ingredients and creative dishes, loved it!",Restaurants,positive,0.899,BERT-base-finetuned
3100,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.824,BERT-base-finetuned
3101,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.608,BERT-base-finetuned
3102,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.893,BERT-base-finetuned
3103,"Waited 45 minutes for cold, overpriced food.",Restaurants,negative,0.812,BERT-base-finetuned
3104,"The steak was cooked to perfection, melt in your mouth!",Restaurants,positive,0.949,BERT-base-finetuned
3105,The service was rude and the portions were tiny.,Restaurants,negative,0.836,BERT-base-finetuned
3106,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.813,BERT-base-finetuned
3107,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.666,BERT-base-finetuned
3108,The soup was bland and the salad was wilted.,Restaurants,negative,0.941,BERT-base-finetuned
3109,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.753,BERT-base-finetuned
3110,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.954,BERT-base-finetuned
3111,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.953,BERT-base-finetuned
3112,"Decent sushi, nothing special but reasonably priced.",Restaurants,neutral,0.766,BERT-base-finetuned
3113,"Good value for money, I'd come back again.",Restaurants,neutral,0.609,BERT-base-finetuned
3114,"Good value for money, I'd come back again.",Restaurants,neutral,0.655,BERT-base-finetuned
3115,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.875,BERT-base-finetuned
3116,"Overpriced tourist trap, avoid at all costs.",Restaurants,negative,0.758,BERT-base-finetuned
3117,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.85,BERT-base-finetuned
3118,"Average chain restaurant, nothing memorable.",Restaurants,neutral,0.841,BERT-base-finetuned
3119,"Pleasant surprise, will definitely return!",Restaurants,neutral,0.775,BERT-base-finetuned
3120,The service was rude and the portions were tiny.,Restaurants,negative,0.703,BERT-base-finetuned
3121,Best burger in town - juicy and perfectly seasoned!,Restaurants,positive,0.759,BERT-base-finetuned
3122,The pasta was perfectly al dente and the sauce was divine!,Restaurants,positive,0.831,BERT-base-finetuned
3123,Absolutely incredible dining experience from start to finish!,Restaurants,positive,0.793,BERT-base-finetuned
