sentence_id,review_text,predicted_sentiment,confidence_score,dataset,movie_genre,review_length
9865,The acting was remarkable and the story was incredible.,positive,0.888,SST-3 (Movies),Drama,9
9866,The cinematography was stunning and wonderful.,positive,0.753,SST-3 (Movies),Comedy,6
9867,A incredible masterpiece that blew me away.,positive,0.908,SST-3 (Movies),Drama,7
9868,The cinematography was stunning and remarkable.,positive,0.896,SST-3 (Movies),Sci-Fi,6
9869,The movie was mediocre but also entertaining.,neutral,0.675,SST-3 (Movies),Action,7
9870,Absolutely fantastic film!,positive,0.624,SST-3 (Movies),Comedy,3
9871,A pointless disaster that disappointed me.,negative,0.921,SST-3 (Movies),Sci-Fi,6
9872,One of the most stellar movies I've ever seen.,positive,0.937,SST-3 (Movies),Drama,9
9873,The cinematography was stunning and incredible.,positive,0.661,SST-3 (Movies),Romance,6
9874,"Nothing special, just unremarkable.",neutral,0.917,SST-3 (Movies),Drama,4
9875,"Nothing special, just passable.",neutral,0.719,SST-3 (Movies),Sci-Fi,4
9876,A superb masterpiece that blew me away.,positive,0.839,SST-3 (Movies),Action,7
9877,Brilliant performances throughout!,positive,0.852,SST-3 (Movies),Action,3
9878,Brilliant performances throughout!,positive,0.727,SST-3 (Movies),Drama,3
9879,The cinematography was stunning and amazing.,positive,0.803,SST-3 (Movies),Romance,6
9880,I was amazed by this incredible film.,positive,0.821,SST-3 (Movies),Romance,7
9881,A incredible masterpiece that blew me away.,positive,0.825,SST-3 (Movies),Action,7
9882,This is hands down the nonsensical film of the year.,negative,0.871,SST-3 (Movies),Romance,10
9883,One of the most remarkable movies I've ever seen.,positive,0.718,SST-3 (Movies),Action,9
9884,Complete disaster - don't waste your money.,negative,0.737,SST-3 (Movies),Romance,7
9885,The acting was terrible and the plot was disappointing.,negative,0.941,SST-3 (Movies),Sci-Fi,9
9886,Brilliant performances throughout!,positive,0.748,SST-3 (Movies),Sci-Fi,3
9887,I was amazed by this incredible film.,positive,0.911,SST-3 (Movies),Comedy,7
9888,It was mediocre - that's all I can say.,neutral,0.683,SST-3 (Movies),Action,9
9889,The acting was extraordinary and the story was incredible.,positive,0.912,SST-3 (Movies),Sci-Fi,9
9890,A dreadful disaster that disappointed me.,negative,0.709,SST-3 (Movies),Horror,6
9891,One of the most unforgettable movies I've ever seen.,positive,0.83,SST-3 (Movies),Comedy,9
9892,What a stupid waste of time.,negative,0.694,SST-3 (Movies),Horror,6
9893,One of the most magnificent movies I've ever seen.,positive,0.803,SST-3 (Movies),Action,9
9894,This movie was dreadful.,negative,0.97,SST-3 (Movies),Action,4
9895,This movie was amazing!,positive,0.631,SST-3 (Movies),Action,4
9896,A stellar masterpiece that blew me away.,positive,0.872,SST-3 (Movies),Sci-Fi,7
9897,I have mixed feelings about this film.,neutral,0.602,SST-3 (Movies),Sci-Fi,7
9898,Boring from start to finish.,negative,0.952,SST-3 (Movies),Romance,5
9899,Terrible - I want my money back!,negative,0.855,SST-3 (Movies),Drama,7
9900,"This film exceeded all expectations, it was excellent.",positive,0.65,SST-3 (Movies),Sci-Fi,8
9901,This movie was unforgettable!,positive,0.683,SST-3 (Movies),Romance,4
9902,"This film exceeded all expectations, it was stellar.",positive,0.797,SST-3 (Movies),Romance,8
9903,Boring from start to finish.,negative,0.985,SST-3 (Movies),Sci-Fi,5
9904,The movie was adequate but also entertaining.,neutral,0.856,SST-3 (Movies),Romance,7
9905,This movie was pathetic.,negative,0.938,SST-3 (Movies),Action,4
9906,The acting was terrible and the plot was annoying.,negative,0.739,SST-3 (Movies),Comedy,9
9907,What a excellent experience!,positive,0.645,SST-3 (Movies),Romance,4
9908,Boring from start to finish.,negative,0.864,SST-3 (Movies),Action,5
9909,"This film exceeded all expectations, it was excellent.",positive,0.79,SST-3 (Movies),Comedy,8
9910,Complete disaster - don't waste your money.,negative,0.819,SST-3 (Movies),Drama,7
9911,This movie was awful.,negative,0.755,SST-3 (Movies),Sci-Fi,4
9912,"This film exceeded all expectations, it was brilliant.",positive,0.911,SST-3 (Movies),Horror,8
9913,Terrible - I want my money back!,negative,0.717,SST-3 (Movies),Comedy,7
9914,I've never seen such awful performances.,negative,0.853,SST-3 (Movies),Action,6
9915,The direction was awful and the script was boring.,negative,0.759,SST-3 (Movies),Drama,9
9916,A amazing masterpiece that blew me away.,positive,0.934,SST-3 (Movies),Comedy,7
9917,What a pathetic waste of time.,negative,0.734,SST-3 (Movies),Horror,6
9918,It was an ordinary film.,neutral,0.898,SST-3 (Movies),Sci-Fi,5
9919,One of the most outstanding movies I've ever seen.,positive,0.651,SST-3 (Movies),Action,9
9920,It was an mediocre film.,neutral,0.648,SST-3 (Movies),Sci-Fi,5
9921,The acting was terrible and the plot was annoying.,negative,0.987,SST-3 (Movies),Romance,9
9922,Brilliant performances throughout!,positive,0.738,SST-3 (Movies),Drama,3
9923,This movie was superb!,positive,0.919,SST-3 (Movies),Comedy,4
9924,Boring from start to finish.,negative,0.929,SST-3 (Movies),Comedy,5
9925,Terrible - I want my money back!,negative,0.817,SST-3 (Movies),Horror,7
9926,Brilliant performances throughout!,positive,0.941,SST-3 (Movies),Action,3
9927,I have mixed feelings about this film.,neutral,0.877,SST-3 (Movies),Romance,7
9928,This movie was frustrating.,negative,0.771,SST-3 (Movies),Action,4
9929,It's a average experience overall.,neutral,0.905,SST-3 (Movies),Action,5
9930,"Nothing special, just mediocre.",neutral,0.711,SST-3 (Movies),Comedy,4
9931,Complete disaster - don't waste your money.,negative,0.942,SST-3 (Movies),Comedy,7
9932,I was amazed by this incredible film.,positive,0.959,SST-3 (Movies),Romance,7
9933,I've never seen such disappointing performances.,negative,0.973,SST-3 (Movies),Sci-Fi,6
9934,The acting was fantastic and the story was incredible.,positive,0.894,SST-3 (Movies),Sci-Fi,9
9935,A brilliant masterpiece that blew me away.,positive,0.88,SST-3 (Movies),Romance,7
9936,The acting was terrible and the plot was dreadful.,negative,0.659,SST-3 (Movies),Action,9
9937,The direction was awful and the script was dreadful.,negative,0.806,SST-3 (Movies),Comedy,9
9938,One of the most powerful movies I've ever seen.,positive,0.673,SST-3 (Movies),Sci-Fi,9
9939,The acting was terrible and the plot was frustrating.,negative,0.604,SST-3 (Movies),Comedy,9
9940,This is hands down the nonsensical film of the year.,negative,0.731,SST-3 (Movies),Comedy,10
9941,Terrible - I want my money back!,negative,0.722,SST-3 (Movies),Comedy,7
9942,Brilliant performances throughout!,positive,0.748,SST-3 (Movies),Horror,3
9943,A outstanding masterpiece that blew me away.,positive,0.657,SST-3 (Movies),Drama,7
9944,The movie was decent but also entertaining.,neutral,0.708,SST-3 (Movies),Horror,7
9945,It was okay - that's all I can say.,neutral,0.715,SST-3 (Movies),Drama,9
9946,It's a modest experience overall.,neutral,0.987,SST-3 (Movies),Action,5
9947,"This film exceeded all expectations, it was spectacular.",positive,0.918,SST-3 (Movies),Comedy,8
9948,Absolutely wonderful film!,positive,0.73,SST-3 (Movies),Sci-Fi,3
9949,One of the most amazing movies I've ever seen.,positive,0.831,SST-3 (Movies),Sci-Fi,9
9950,A awful disaster that disappointed me.,negative,0.979,SST-3 (Movies),Sci-Fi,6
9951,One of the most spectacular movies I've ever seen.,positive,0.655,SST-3 (Movies),Romance,9
9952,Boring from start to finish.,negative,0.853,SST-3 (Movies),Romance,5
9953,A powerful masterpiece that blew me away.,positive,0.951,SST-3 (Movies),Horror,7
9954,The cinematography was stunning and remarkable.,positive,0.607,SST-3 (Movies),Action,6
9955,A passable movie that had some good moments.,neutral,0.764,SST-3 (Movies),Horror,8
9956,It was decent - that's all I can say.,neutral,0.869,SST-3 (Movies),Horror,9
9957,One of the most powerful movies I've ever seen.,positive,0.977,SST-3 (Movies),Action,9
9958,Boring from start to finish.,negative,0.688,SST-3 (Movies),Romance,5
9959,This movie was superb!,positive,0.699,SST-3 (Movies),Romance,4
9960,"This film exceeded all expectations, it was outstanding.",positive,0.695,SST-3 (Movies),Drama,8
9961,It was fair - that's all I can say.,neutral,0.918,SST-3 (Movies),Comedy,9
9962,One of the most amazing movies I've ever seen.,positive,0.831,SST-3 (Movies),Drama,9
9963,"This film exceeded all expectations, it was stellar.",positive,0.702,SST-3 (Movies),Comedy,8
9964,A annoying disaster that disappointed me.,negative,0.627,SST-3 (Movies),Sci-Fi,6
9965,The acting was terrible and the plot was nonsensical.,negative,0.95,SST-3 (Movies),Romance,9
9966,"Some parts were good, others were decent.",neutral,0.89,SST-3 (Movies),Sci-Fi,7
9967,It was an modest film.,neutral,0.75,SST-3 (Movies),Drama,5
9968,This movie was brilliant!,positive,0.898,SST-3 (Movies),Drama,4
9969,One of the most stellar movies I've ever seen.,positive,0.64,SST-3 (Movies),Comedy,9
9970,The direction was awful and the script was laughable.,negative,0.922,SST-3 (Movies),Comedy,9
9971,A acceptable movie that had some good moments.,neutral,0.7,SST-3 (Movies),Horror,8
9972,Absolutely stellar film!,positive,0.704,SST-3 (Movies),Sci-Fi,3
9973,A amazing masterpiece that blew me away.,positive,0.721,SST-3 (Movies),Action,7
9974,This is hands down the nonsensical film of the year.,negative,0.693,SST-3 (Movies),Action,10
9975,Terrible - I want my money back!,negative,0.607,SST-3 (Movies),Drama,7
9976,One of the most stellar movies I've ever seen.,positive,0.972,SST-3 (Movies),Action,9
9977,Absolutely magnificent film!,positive,0.982,SST-3 (Movies),Action,3
9978,This movie was fantastic!,positive,0.72,SST-3 (Movies),Sci-Fi,4
9979,"Some parts were good, others were average.",neutral,0.845,SST-3 (Movies),Drama,7
9980,The acting was outstanding and the story was incredible.,positive,0.858,SST-3 (Movies),Drama,9
9981,Boring from start to finish.,negative,0.698,SST-3 (Movies),Drama,5
9982,The cinematography was stunning and superb.,positive,0.833,SST-3 (Movies),Action,6
9983,Boring from start to finish.,negative,0.609,SST-3 (Movies),Sci-Fi,5
9984,A unforgettable masterpiece that blew me away.,positive,0.954,SST-3 (Movies),Comedy,7
9985,What a outstanding experience!,positive,0.692,SST-3 (Movies),Comedy,4
9986,The cinematography was stunning and extraordinary.,positive,0.639,SST-3 (Movies),Action,6
9987,Terrible - I want my money back!,negative,0.945,SST-3 (Movies),Romance,7
9988,The acting was terrible and the plot was laughable.,negative,0.714,SST-3 (Movies),Horror,9
9989,One of the most superb movies I've ever seen.,positive,0.964,SST-3 (Movies),Romance,9
9990,This movie was awful.,negative,0.776,SST-3 (Movies),Horror,4
9991,The direction was awful and the script was laughable.,negative,0.653,SST-3 (Movies),Horror,9
9992,I have mixed feelings about this film.,neutral,0.685,SST-3 (Movies),Action,7
9993,This movie was extraordinary!,positive,0.914,SST-3 (Movies),Horror,4
9994,Absolutely outstanding film!,positive,0.63,SST-3 (Movies),Sci-Fi,3
9995,This movie was magnificent!,positive,0.673,SST-3 (Movies),Comedy,4
9996,Complete disaster - don't waste your money.,negative,0.775,SST-3 (Movies),Comedy,7
9997,What a mediocre waste of time.,negative,0.924,SST-3 (Movies),Drama,6
9998,The direction was awful and the script was horrible.,negative,0.823,SST-3 (Movies),Horror,9
9999,Complete disaster - don't waste your money.,negative,0.603,SST-3 (Movies),Sci-Fi,7
10000,"This film exceeded all expectations, it was extraordinary.",positive,0.875,SST-3 (Movies),Comedy,8
10001,The movie was average but also entertaining.,neutral,0.789,SST-3 (Movies),Action,7
10002,Brilliant performances throughout!,positive,0.732,SST-3 (Movies),Comedy,3
10003,What a pathetic waste of time.,negative,0.6,SST-3 (Movies),Drama,6
10004,"This film exceeded all expectations, it was incredible.",positive,0.873,SST-3 (Movies),Action,8
10005,Absolutely superb film!,positive,0.759,SST-3 (Movies),Comedy,3
10006,The acting was terrible and the plot was ridiculous.,negative,0.971,SST-3 (Movies),Romance,9
10007,It was acceptable - that's all I can say.,neutral,0.729,SST-3 (Movies),Drama,9
10008,"This film exceeded all expectations, it was extraordinary.",positive,0.897,SST-3 (Movies),Comedy,8
10009,A terrible disaster that disappointed me.,negative,0.633,SST-3 (Movies),Action,6
10010,This movie was extraordinary!,positive,0.909,SST-3 (Movies),Action,4
10011,A nonsensical disaster that disappointed me.,negative,0.635,SST-3 (Movies),Drama,6
10012,I've never seen such stupid performances.,negative,0.664,SST-3 (Movies),Comedy,6
10013,A amazing masterpiece that blew me away.,positive,0.957,SST-3 (Movies),Sci-Fi,7
10014,"Nothing special, just acceptable.",neutral,0.644,SST-3 (Movies),Sci-Fi,4
10015,The direction was awful and the script was frustrating.,negative,0.944,SST-3 (Movies),Comedy,9
10016,The acting was remarkable and the story was incredible.,positive,0.764,SST-3 (Movies),Action,9
10017,"This film exceeded all expectations, it was superb.",positive,0.94,SST-3 (Movies),Comedy,8
10018,I have mixed feelings about this film.,neutral,0.905,SST-3 (Movies),Horror,7
10019,I was amazed by this incredible film.,positive,0.857,SST-3 (Movies),Romance,7
10020,The direction was awful and the script was nonsensical.,negative,0.986,SST-3 (Movies),Romance,9
10021,The acting was outstanding and the story was incredible.,positive,0.609,SST-3 (Movies),Sci-Fi,9
10022,Brilliant performances throughout!,positive,0.707,SST-3 (Movies),Romance,3
10023,I've never seen such annoying performances.,negative,0.747,SST-3 (Movies),Action,6
10024,Absolutely fantastic film!,positive,0.907,SST-3 (Movies),Comedy,3
10025,One of the most amazing movies I've ever seen.,positive,0.911,SST-3 (Movies),Drama,9
10026,Terrible - I want my money back!,negative,0.701,SST-3 (Movies),Romance,7
10027,"Nothing special, just middling.",neutral,0.97,SST-3 (Movies),Horror,4
10028,The acting was terrible and the plot was annoying.,negative,0.972,SST-3 (Movies),Horror,9
10029,This movie was nonsensical.,negative,0.727,SST-3 (Movies),Sci-Fi,4
10030,Boring from start to finish.,negative,0.949,SST-3 (Movies),Action,5
10031,What a laughable waste of time.,negative,0.604,SST-3 (Movies),Horror,6
10032,The cinematography was stunning and powerful.,positive,0.689,SST-3 (Movies),Drama,6
10033,It was mediocre - that's all I can say.,neutral,0.921,SST-3 (Movies),Horror,9
10034,Brilliant performances throughout!,positive,0.908,SST-3 (Movies),Sci-Fi,3
10035,The acting was powerful and the story was incredible.,positive,0.942,SST-3 (Movies),Drama,9
10036,The direction was awful and the script was mediocre.,negative,0.921,SST-3 (Movies),Drama,9
10037,The acting was wonderful and the story was incredible.,positive,0.752,SST-3 (Movies),Action,9
10038,A pathetic disaster that disappointed me.,negative,0.696,SST-3 (Movies),Sci-Fi,6
10039,"Nothing special, just okay.",neutral,0.643,SST-3 (Movies),Sci-Fi,4
10040,The acting was extraordinary and the story was incredible.,positive,0.669,SST-3 (Movies),Action,9
10041,A excellent masterpiece that blew me away.,positive,0.966,SST-3 (Movies),Drama,7
10042,The acting was amazing and the story was incredible.,positive,0.956,SST-3 (Movies),Horror,9
10043,It was an okay film.,neutral,0.606,SST-3 (Movies),Sci-Fi,5
10044,The cinematography was stunning and magnificent.,positive,0.805,SST-3 (Movies),Action,6
10045,Terrible - I want my money back!,negative,0.768,SST-3 (Movies),Horror,7
10046,A excellent masterpiece that blew me away.,positive,0.832,SST-3 (Movies),Romance,7
10047,I've never seen such horrible performances.,negative,0.799,SST-3 (Movies),Comedy,6
10048,A unforgettable masterpiece that blew me away.,positive,0.756,SST-3 (Movies),Romance,7
10049,What a brilliant experience!,positive,0.851,SST-3 (Movies),Action,4
10050,Boring from start to finish.,negative,0.701,SST-3 (Movies),Sci-Fi,5
10051,Terrible - I want my money back!,negative,0.921,SST-3 (Movies),Comedy,7
10052,Boring from start to finish.,negative,0.756,SST-3 (Movies),Drama,5
10053,The acting was powerful and the story was incredible.,positive,0.616,SST-3 (Movies),Action,9
10054,I was amazed by this incredible film.,positive,0.914,SST-3 (Movies),Sci-Fi,7
10055,I've never seen such nonsensical performances.,negative,0.748,SST-3 (Movies),Comedy,6
10056,This movie was remarkable!,positive,0.961,SST-3 (Movies),Horror,4
10057,One of the most amazing movies I've ever seen.,positive,0.73,SST-3 (Movies),Sci-Fi,9
10058,Boring from start to finish.,negative,0.862,SST-3 (Movies),Romance,5
10059,This movie was magnificent!,positive,0.955,SST-3 (Movies),Romance,4
10060,The acting was excellent and the story was incredible.,positive,0.634,SST-3 (Movies),Romance,9
10061,"This film exceeded all expectations, it was extraordinary.",positive,0.801,SST-3 (Movies),Drama,8
10062,It was tolerable - that's all I can say.,neutral,0.723,SST-3 (Movies),Romance,9
10063,It was an modest film.,neutral,0.763,SST-3 (Movies),Sci-Fi,5
10064,Absolutely spectacular film!,positive,0.836,SST-3 (Movies),Comedy,3
10065,Boring from start to finish.,negative,0.779,SST-3 (Movies),Action,5
10066,I was amazed by this incredible film.,positive,0.812,SST-3 (Movies),Comedy,7
10067,One of the most incredible movies I've ever seen.,positive,0.899,SST-3 (Movies),Romance,9
10068,Absolutely spectacular film!,positive,0.801,SST-3 (Movies),Action,3
10069,This movie was excellent!,positive,0.816,SST-3 (Movies),Sci-Fi,4
10070,One of the most powerful movies I've ever seen.,positive,0.986,SST-3 (Movies),Sci-Fi,9
10071,This movie was annoying.,negative,0.798,SST-3 (Movies),Romance,4
10072,It was middling - that's all I can say.,neutral,0.91,SST-3 (Movies),Sci-Fi,9
10073,The direction was awful and the script was nonsensical.,negative,0.95,SST-3 (Movies),Drama,9
10074,The acting was spectacular and the story was incredible.,positive,0.686,SST-3 (Movies),Drama,9
10075,A fair movie that had some good moments.,neutral,0.717,SST-3 (Movies),Horror,8
10076,Boring from start to finish.,negative,0.713,SST-3 (Movies),Romance,5
10077,The direction was awful and the script was nonsensical.,negative,0.872,SST-3 (Movies),Comedy,9
10078,A ridiculous disaster that disappointed me.,negative,0.944,SST-3 (Movies),Romance,6
10079,A annoying disaster that disappointed me.,negative,0.937,SST-3 (Movies),Horror,6
10080,Terrible - I want my money back!,negative,0.79,SST-3 (Movies),Drama,7
10081,One of the most superb movies I've ever seen.,positive,0.965,SST-3 (Movies),Horror,9
10082,I've never seen such mediocre performances.,negative,0.713,SST-3 (Movies),Horror,6
10083,What a spectacular experience!,positive,0.827,SST-3 (Movies),Romance,4
10084,What a nonsensical waste of time.,negative,0.88,SST-3 (Movies),Action,6
10085,This is hands down the horrible film of the year.,negative,0.819,SST-3 (Movies),Horror,10
10086,It's a fair experience overall.,neutral,0.938,SST-3 (Movies),Action,5
10087,Absolutely superb film!,positive,0.732,SST-3 (Movies),Drama,3
10088,Boring from start to finish.,negative,0.637,SST-3 (Movies),Drama,5
10089,A powerful masterpiece that blew me away.,positive,0.859,SST-3 (Movies),Sci-Fi,7
10090,"This film exceeded all expectations, it was stellar.",positive,0.925,SST-3 (Movies),Sci-Fi,8
10091,"This film exceeded all expectations, it was superb.",positive,0.862,SST-3 (Movies),Action,8
10092,The acting was terrible and the plot was mediocre.,negative,0.716,SST-3 (Movies),Sci-Fi,9
10093,It was ordinary - that's all I can say.,neutral,0.741,SST-3 (Movies),Comedy,9
10094,This movie was stellar!,positive,0.657,SST-3 (Movies),Comedy,4
10095,One of the most unforgettable movies I've ever seen.,positive,0.821,SST-3 (Movies),Sci-Fi,9
10096,"Some parts were good, others were ordinary.",neutral,0.822,SST-3 (Movies),Comedy,7
10097,A incredible masterpiece that blew me away.,positive,0.846,SST-3 (Movies),Action,7
10098,The cinematography was stunning and stellar.,positive,0.807,SST-3 (Movies),Romance,6
10099,What a frustrating waste of time.,negative,0.755,SST-3 (Movies),Comedy,6
10100,The acting was amazing and the story was incredible.,positive,0.888,SST-3 (Movies),Sci-Fi,9
10101,The acting was powerful and the story was incredible.,positive,0.61,SST-3 (Movies),Sci-Fi,9
10102,Brilliant performances throughout!,positive,0.763,SST-3 (Movies),Sci-Fi,3
10103,A amazing masterpiece that blew me away.,positive,0.687,SST-3 (Movies),Romance,7
10104,"Nothing special, just tolerable.",neutral,0.762,SST-3 (Movies),Horror,4
10105,Brilliant performances throughout!,positive,0.699,SST-3 (Movies),Comedy,3
10106,The acting was terrible and the plot was nonsensical.,negative,0.88,SST-3 (Movies),Romance,9
10107,"Nothing special, just so-so.",neutral,0.948,SST-3 (Movies),Drama,4
10108,"This film exceeded all expectations, it was extraordinary.",positive,0.849,SST-3 (Movies),Sci-Fi,8
10109,"Nothing special, just fair.",neutral,0.7,SST-3 (Movies),Romance,4
10110,One of the most fantastic movies I've ever seen.,positive,0.858,SST-3 (Movies),Drama,9
10111,I've never seen such nonsensical performances.,negative,0.863,SST-3 (Movies),Comedy,6
10112,I was amazed by this incredible film.,positive,0.822,SST-3 (Movies),Action,7
10113,Complete disaster - don't waste your money.,negative,0.895,SST-3 (Movies),Drama,7
10114,The acting was decent and the story was forgettable.,neutral,0.612,SST-3 (Movies),Sci-Fi,9
10115,The acting was terrible and the plot was ridiculous.,negative,0.919,SST-3 (Movies),Horror,9
10116,One of the most wonderful movies I've ever seen.,positive,0.964,SST-3 (Movies),Sci-Fi,9
10117,This movie was wonderful!,positive,0.836,SST-3 (Movies),Action,4
10118,One of the most brilliant movies I've ever seen.,positive,0.652,SST-3 (Movies),Comedy,9
10119,"This film exceeded all expectations, it was stellar.",positive,0.833,SST-3 (Movies),Drama,8
10120,"This film exceeded all expectations, it was powerful.",positive,0.656,SST-3 (Movies),Comedy,8
10121,What a superb experience!,positive,0.615,SST-3 (Movies),Drama,4
10122,Brilliant performances throughout!,positive,0.947,SST-3 (Movies),Comedy,3
10123,The cinematography was stunning and unforgettable.,positive,0.817,SST-3 (Movies),Action,6
10124,What a terrible waste of time.,negative,0.988,SST-3 (Movies),Horror,6
10125,Complete disaster - don't waste your money.,negative,0.862,SST-3 (Movies),Horror,7
10126,Absolutely magnificent film!,positive,0.675,SST-3 (Movies),Comedy,3
10127,It was decent - that's all I can say.,neutral,0.793,SST-3 (Movies),Comedy,9
10128,This movie was powerful!,positive,0.917,SST-3 (Movies),Comedy,4
10129,Absolutely excellent film!,positive,0.96,SST-3 (Movies),Drama,3
10130,The acting was spectacular and the story was incredible.,positive,0.766,SST-3 (Movies),Romance,9
10131,This movie was extraordinary!,positive,0.677,SST-3 (Movies),Horror,4
10132,A ordinary movie that had some good moments.,neutral,0.915,SST-3 (Movies),Horror,8
10133,"Nothing special, just modest.",neutral,0.762,SST-3 (Movies),Romance,4
10134,What a incredible experience!,positive,0.833,SST-3 (Movies),Action,4
10135,"Nothing special, just adequate.",neutral,0.938,SST-3 (Movies),Sci-Fi,4
10136,"This film exceeded all expectations, it was stellar.",positive,0.789,SST-3 (Movies),Drama,8
10137,The acting was terrible and the plot was terrible.,negative,0.677,SST-3 (Movies),Drama,9
10138,The acting was terrible and the plot was awful.,negative,0.677,SST-3 (Movies),Drama,9
10139,It's a modest experience overall.,neutral,0.737,SST-3 (Movies),Drama,5
10140,Absolutely wonderful film!,positive,0.648,SST-3 (Movies),Sci-Fi,3
10141,"This film exceeded all expectations, it was amazing.",positive,0.853,SST-3 (Movies),Sci-Fi,8
10142,A ridiculous disaster that disappointed me.,negative,0.761,SST-3 (Movies),Comedy,6
10143,What a ridiculous waste of time.,negative,0.874,SST-3 (Movies),Action,6
10144,"Nothing special, just adequate.",neutral,0.75,SST-3 (Movies),Comedy,4
10145,This movie was pointless.,negative,0.9,SST-3 (Movies),Comedy,4
10146,The direction was awful and the script was disappointing.,negative,0.96,SST-3 (Movies),Drama,9
10147,I was amazed by this incredible film.,positive,0.898,SST-3 (Movies),Drama,7
10148,I was amazed by this incredible film.,positive,0.935,SST-3 (Movies),Comedy,7
10149,What a excellent experience!,positive,0.809,SST-3 (Movies),Horror,4
10150,A middling movie that had some good moments.,neutral,0.983,SST-3 (Movies),Horror,8
10151,A passable movie that had some good moments.,neutral,0.888,SST-3 (Movies),Sci-Fi,8
10152,"This film exceeded all expectations, it was extraordinary.",positive,0.688,SST-3 (Movies),Drama,8
10153,One of the most magnificent movies I've ever seen.,positive,0.982,SST-3 (Movies),Sci-Fi,9
10154,The direction was awful and the script was awful.,negative,0.662,SST-3 (Movies),Comedy,9
10155,The movie was passable but also entertaining.,neutral,0.892,SST-3 (Movies),Drama,7
10156,One of the most remarkable movies I've ever seen.,positive,0.689,SST-3 (Movies),Drama,9
10157,A stellar masterpiece that blew me away.,positive,0.864,SST-3 (Movies),Horror,7
10158,This movie was wonderful!,positive,0.954,SST-3 (Movies),Sci-Fi,4
10159,Absolutely superb film!,positive,0.855,SST-3 (Movies),Action,3
10160,Boring from start to finish.,negative,0.656,SST-3 (Movies),Drama,5
10161,The direction was awful and the script was laughable.,negative,0.924,SST-3 (Movies),Comedy,9
10162,A powerful masterpiece that blew me away.,positive,0.642,SST-3 (Movies),Comedy,7
10163,What a nonsensical waste of time.,negative,0.94,SST-3 (Movies),Action,6
10164,What a unforgettable experience!,positive,0.672,SST-3 (Movies),Comedy,4
10165,I was amazed by this incredible film.,positive,0.621,SST-3 (Movies),Horror,7
10166,This movie was outstanding!,positive,0.83,SST-3 (Movies),Romance,4
10167,Boring from start to finish.,negative,0.945,SST-3 (Movies),Comedy,5
10168,Complete disaster - don't waste your money.,negative,0.811,SST-3 (Movies),Horror,7
10169,"Not great, not terrible, just tolerable.",neutral,0.878,SST-3 (Movies),Drama,6
10170,What a unforgettable experience!,positive,0.877,SST-3 (Movies),Sci-Fi,4
10171,A stellar masterpiece that blew me away.,positive,0.801,SST-3 (Movies),Drama,7
10172,"Nothing special, just decent.",neutral,0.616,SST-3 (Movies),Comedy,4
10173,The direction was awful and the script was terrible.,negative,0.836,SST-3 (Movies),Sci-Fi,9
10174,A unforgettable masterpiece that blew me away.,positive,0.882,SST-3 (Movies),Comedy,7
10175,"Not great, not terrible, just okay.",neutral,0.954,SST-3 (Movies),Sci-Fi,6
10176,I have mixed feelings about this film.,neutral,0.825,SST-3 (Movies),Comedy,7
10177,This movie was superb!,positive,0.875,SST-3 (Movies),Sci-Fi,4
10178,"Some parts were good, others were average.",neutral,0.79,SST-3 (Movies),Horror,7
10179,It's a fair experience overall.,neutral,0.71,SST-3 (Movies),Horror,5
10180,This movie was spectacular!,positive,0.76,SST-3 (Movies),Sci-Fi,4
10181,This movie was powerful!,positive,0.639,SST-3 (Movies),Horror,4
10182,It's a forgettable experience overall.,neutral,0.623,SST-3 (Movies),Romance,5
10183,This movie was amazing!,positive,0.843,SST-3 (Movies),Comedy,4
10184,I've never seen such horrible performances.,negative,0.727,SST-3 (Movies),Horror,6
10185,It's a adequate experience overall.,neutral,0.902,SST-3 (Movies),Sci-Fi,5
10186,This is hands down the terrible film of the year.,negative,0.623,SST-3 (Movies),Comedy,10
10187,The cinematography was stunning and stellar.,positive,0.797,SST-3 (Movies),Romance,6
10188,The direction was awful and the script was dreadful.,negative,0.616,SST-3 (Movies),Horror,9
10189,What a boring waste of time.,negative,0.631,SST-3 (Movies),Sci-Fi,6
10190,Boring from start to finish.,negative,0.835,SST-3 (Movies),Romance,5
10191,This movie was stupid.,negative,0.613,SST-3 (Movies),Sci-Fi,4
10192,"Nothing special, just passable.",neutral,0.816,SST-3 (Movies),Sci-Fi,4
10193,The acting was decent and the story was tolerable.,neutral,0.95,SST-3 (Movies),Sci-Fi,9
10194,Boring from start to finish.,negative,0.611,SST-3 (Movies),Horror,5
10195,This movie was boring.,negative,0.801,SST-3 (Movies),Sci-Fi,4
10196,"This film exceeded all expectations, it was amazing.",positive,0.688,SST-3 (Movies),Sci-Fi,8
10197,A horrible disaster that disappointed me.,negative,0.833,SST-3 (Movies),Romance,6
10198,One of the most powerful movies I've ever seen.,positive,0.872,SST-3 (Movies),Drama,9
10199,One of the most excellent movies I've ever seen.,positive,0.942,SST-3 (Movies),Comedy,9
10200,Terrible - I want my money back!,negative,0.646,SST-3 (Movies),Sci-Fi,7
10201,This movie was horrible.,negative,0.622,SST-3 (Movies),Horror,4
10202,"This film exceeded all expectations, it was superb.",positive,0.882,SST-3 (Movies),Romance,8
10203,The acting was terrible and the plot was awful.,negative,0.811,SST-3 (Movies),Comedy,9
10204,What a annoying waste of time.,negative,0.815,SST-3 (Movies),Horror,6
